Review,Rating
"modelnya bagus, barang sesuai pesanan👌",bintang 5
pas di kaki ya iya lah namanya juga sendal😇✌️,bintang 5
"pembelian kedua, Pengguna Ando Sandal sejak 5 tahun lalu, langsung beli 3 padang u cadangan",bintang 5
"Ga lama di pakenya, hilang pas solat jumat huhuhuh",bintang 5
Empuk. Warnanya bagus.... Ok,bintang 5
mantab sesuai deskripsi dan sedikit lambat datangnya,bintang 5
"Sendal ternyaman kaya swalow, tapi kerenya juga dapet. empuk juga karetnya selalu beli lagi beli lagi",bintang 5
"sesuai  yg di pesan,,,uk pas
terimakasih",bintang 5
"salam jempol kejepit, bagus sandalnya",bintang 5
barang bagus dan murmer dapetnya hanya 20an rb. semoga sellernya barokah,bintang 5
Barang diterima dalam keadaan baik dan sesuai dengan spesifikasi.,bintang 5
Barangnya oke....pokoknya cocok buat aktivitas sehari hari.mantaapp....,bintang 5
"sandalnya ok, empuk, nyaman dipakai...mksh.",bintang 5
barang sudah dateng sesuai pesanan semoga awet,bintang 5
"barang sesuai deskripsi, mantab empuk uhuuuuy",bintang 5
barangny ori,bintang 5
"bagus sendalnya, kapan restok seperti contoh di packingan",bintang 5
Kualitas mantap. Udah bukan sekali lagi order.,bintang 5
"barangnya ok sesuai,tapi itu loh kurirnya SA*X fu*k bgt.. pengiriman lama bgt haddeehh",bintang 5
barang bagus good cuma kurir nya gak sopan maen nyelonong aja masuk rumah,bintang 5
"mantap sesuai barang nya. terima kasih untuk Tokopedia,  seller dan kurir.",bintang 5
"baguss model keren, pengiriman lumayan cepet, lama di daerah sini nya doang",bintang 5
Ok untuk produk. Catatan untuk Pelayanan 👎,bintang 5
"cakep, bahan enak, empuk, pas di kaki",bintang 5
suwon pol pokok e bintange sak langet,bintang 5
enak nyaman sandalnya kenyal kaya kue apem,bintang 5
"barang sesuai ekspektasi
pengiriman lama Selasa kirim Jumat baru sampai, biasanya Jabodetabek Selasa kirim rabu sampai..",bintang 4
"Tertulis ukuran 40 tapi ketika dipakai ukurannya 39, berbeda dengan yg merah pada orderan yg sama sudah sesuai",bintang 1
"Alhamdulillah barang sampe dengan selamat, pas dan bagus trimakasih",bintang 5
sesuai deskripsi,bintang 5
"salah pesan, mau ganti model, udh diajukan pembatalan, penjual sdh dichat, minta di setuji pembatalannya, penjual tetap gak mau menyetujuin dan tetap di kirim barangnya....",bintang 1
"Sesuai pesanan, warna bagus 👌",bintang 5
"murah, original, kualitas ando terbaik,",bintang 5
Suka bgttt barangnya bagus dan pas. Thanks seler dan tokped yg udah bagi2 voucher diskon✨,bintang 5
"Agak licin awal”, sendal tebal",bintang 5
"barang oke,,sesuai pesanan",bintang 5
"modelnya keren, barang datang sesuai pesanan untuk warna dan size nya 😃",bintang 5
besar sandalnya..sesuai utk ukuran 46....sssiiippppp,bintang 5
"Original, akhirnya nemu ukuran gede 🤣",bintang 5
"Respon cepat, barang sesuai deskripsi",bintang 5
"Respon cepat, barang sesuai deskripsi",bintang 5
Nyaman dipakai. Ringan dipakai.,bintang 5
"sesuai pesanan
cuma pengirimannya aja agak lama
terima kasih",bintang 4
"bagus,dapat diskon 50rb 😁",bintang 5
Nyaman dipakai.,bintang 5
mantap paling ok emang,bintang 5
mantap sangat nyaman,bintang 5
"kualitas barang oke,hanya pengirimannya yg agak lama pesan 31 Mei barang tiba 6 juni",bintang 1
"dri proses packing 2 hari
proses k kurir 2 hri. 
sangat sangat mengecewakan untuk brand sebesar ando. mhon d perbaiki kualitas pengiriman k kurir",bintang 1
kualitas bagus sesuai deskripsi,bintang 5
"mantap Pengiriman cepat, Respon cepat,,",bintang 5
agak kebesaran di kaki tp all bagus,bintang 5
fast respon + delivery juga cepat,bintang 5
"Sandalnya enak, tebel, empuk juga",bintang 5
"Model bagus simpel,
Empuk enak dipakai",bintang 5
"sesuai pesanan,modelnya bagus",bintang 5
"klo yang punya banyak waktu luang untuk menunggu barang, ini pilihan yang tepat. kombinasi menakjubkan dari seller yang lama proses plus keleletan dari sicepat akan membu...",bintang 1
"barang ori, pengirimannya yg lama",bintang 5
Qualitynya ok..,bintang 5
sesuai pesanan dan sesuai harapan. bagus,bintang 5
"Salah alamat, mau ganti alamat dan sudah mengajukan pembatalan, sudah chat seller untuk dimintai persetujuan pembatalan, seller tetap tidak mau menyetujui dan barang teta...",bintang 1
Sandalnya bgs dan nyaman dipakai,bintang 5
mangtapp👍 packingnya niat walau sandal masih dikasih bubblewrapp,bintang 5
"sesuai pesanan, bagus pokonya",bintang 5
packing super aman. cs respon cpt,bintang 5
"sendal ando warna merah, item, ama warna ijo, keren",bintang 5
"Cakep, pelayanan cepat, packing ok.",bintang 5
sangat cocok,bintang 5
original ..,bintang 5
"mantab ukuran 46 , kualitas ando bagus",bintang 5
"sesuai deskripsi, packing baik.",bintang 5
model ok..smua ok Ando emng ok,bintang 5
Ukuran 42 lebih kecil dari biasanya.,bintang 5
barang sudah diterima dgn baik dan sesuai pesanan,bintang 5
"Sesuai deskripsi, pengiriman cepat",bintang 5
"pengiriman cepat, produk bagus",bintang 5
"Coba dicek catatan pembelian sy! Sejak awal sudah minta warna Dark Grey, jika tidak ada atau salah order PENJUAL JUJUR akan Cencel dg mudahnya. Tapi penjual ini tetap kir...",bintang 1
"karetnya empuk, desain simpel dan bagus",bintang 5
"sesuai dg yg diinginkan, pengiriman cepat",bintang 5
"Barang sesuai pesanan, diproses cepat",bintang 5
"istimewa, dapet bonus juga",bintang 5
"Barang bagus, cepat sampai, recommended!",bintang 5
bagus banget sandalnya gk rugi beli d sini,bintang 5
"packingnya ga aman, dicolong ama kurir silambat 🤦🏼‍♂️ beli 6 dicolong sebiji",bintang 4
"Oke sesuai dengan yang ditawarkan, Thanks",bintang 5
"Awet, nyaman",bintang 5
"Mantap, ukuran sesuai. packing rapi.",bintang 5
Nyaman dipakai. Modelnya keren 😎.,bintang 5
"menunggu konfirmasi lama, diproses lama, baru diserahkan ke pengiriman di hari ke 4",bintang 3
Nyaman tapi lama pengirimannya,bintang 5
"Barang tidak sesuai dengan yang d iklankan, berbeda, merek saja sama sama ando,",bintang 1
"ekspedisi gak sesuai, saya pilih jne malah di kirim via si cepat 😤😤😤",bintang 2
Recommend seller barang cepat sampai,bintang 5
alhamdulillah sampe...bagus... makasih #tokopedia #ando,bintang 5
agak sempit di pergelangan kaki,bintang 4
matappol dapat diskon dari TokopediaCare👍,bintang 5
produk ok,bintang 5
packing aman. barang original  mqntab,bintang 5
model nya keren dan nyaman..makasih Ando,bintang 5
barang bagus. pengiriman cepat,bintang 5
recomend seller,bintang 5
"diproses tokonya lama, jadi sampe ke konsumen sampe seminggu, harus diperbaiki yaa..",bintang 3
"selalu mengirim sesuai orderan, mantap!",bintang 5
Barang nya sangat bagus mantap,bintang 5
"Sesuai pesanan 👍
Terimakasih 🙏",bintang 5
"size kekecilan, harusnya upsize",bintang 3
"sandalnya bagus, jasa kirimnya aja yg lemot",bintang 5
bagus sesuai pesanan 👍👍👍👍🏖️,bintang 5
Bagusss pas deh suka banget pokoknyaaa makasiiiii andooo,bintang 5
100,bintang 5
Sesuai pesanan dan packingnya rapi,bintang 5
Alhamdulillah paket sudah sampai. terima kasih sellernya,bintang 5
"barang sesuai deskripsi, mantapp",bintang 5
pass harusnya ukuran 40 mantap,bintang 5
ukuran nya pas,bintang 5
"Kualitas OK, tp pengirimannya LAMAAA",bintang 4
sdh sampai barang. rada lama sampainya makasih,bintang 5
sesuai ekspektasi,bintang 5
"sesuai pesanan , mantap !!
sendal fvorit sejak tahun 2011 , klo gag wrna putih y hitam . .
klo endag itu menthog k wrna merah .",bintang 5
"barang sesuai pesanan, packing aman tks",bintang 5
"bagus
sesuai harapan
semoga awet",bintang 5
ukuran sesuai. beneran bsr. mantap,bintang 5
"sandal andalan, sesuai pesanan, mantap..",bintang 5
"barang sesuai, packing aman terimakasih",bintang 5
pengemasan barang nya lama sekalii,bintang 4
"Alhamdulillah sandal jepit ando udah mendarat dengan mulusss
next order lagi",bintang 5
"Sesuai pesanan, mantap",bintang 5
barang sesuai,bintang 5
Suppepeeeerbbbb okeeyyyyyyyyyu,bintang 5
mendarat dengan selamat pesana sesuai,bintang 5
sudah kali ke 3 beli ini.. joss.. 👍👍👍👍👍 Terima kasih.. 🙏🙏🙏,bintang 5
"barang sampe dengan selamat,alhamdulilah semoga awet",bintang 5
"Barang sesuai ekspektasi, thanks",bintang 5
"mantaap, bagus",bintang 5
bagus keren mantap 👍👍👍👍👍,bintang 5
Sudah diterima ya sandalnya.. Terima kasih..,bintang 5
bagus sendal nya.promo lagi keren,bintang 5
sesuai pesanan... terima kasih,bintang 5
Mantap sesuai pesanan,bintang 5
mantap sesuai pesanan,bintang 5
Mantap sendal nya bagus,bintang 5
mantaap semoga aweeet 🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶,bintang 5
"Bagus,size sesuai dan nyaman",bintang 5
pas buat Santai-santai,bintang 5
Barang ori,bintang 5
sesuai deskripsi. fast respon,bintang 5
"Siiipp sesuai ekspetasi, mantaapp!",bintang 5
terimakasih kak barang sudah sampai sesuai pesanan,bintang 5
pengiriman tidak sesuai estimasi,bintang 4
Topppppppppppppppppppppppppppppp topppppp,bintang 5
menambah kegantengan 30%,bintang 5
barangnya bagus dan kuat,bintang 5
bahan dan modelnya bagus,bintang 5
Apik pokoknya dpt harga 400 perak wkw,bintang 5
mantap,bintang 5
"Nyaman dipakai, Pas dikaki",bintang 5
barang original 💯,bintang 5
Sesuai gambar.,bintang 5
sesuai pesanan,bintang 5
andalan buat ukuran kaki gede,bintang 5
"mantab, ori",bintang 5
Cakep,bintang 5
alhamdulillah dapet harga 1000 rupiah.. 🤭🤭😍😍,bintang 5
"enak dipakai, ukuran pas...",bintang 5
sesuai gmbar,bintang 5
nyaman dan tahan lama,bintang 5
kualitas oke punya,bintang 5
Modelnya keren,bintang 5
Ukuran pas di kaki,bintang 5
"baguss, ukurannya pas",bintang 5
Ok banget,bintang 5
Recommend,bintang 5
pas banget di kaki 👍👍,bintang 5
nyaman dipakai very good,bintang 5
nyaman dan sesuai pesanan,bintang 5
mantap gan! thx gan sukses selalu,bintang 5
Nyaman dipakai.,bintang 5
ukuran sesuai kaki,bintang 5
pas nyaman,bintang 5
Seperti barang KW,bintang 3
pas,bintang 5
ukuran pas dan model good,bintang 5
Ukuran pas di kaki.,bintang 5
slopnya nyaman,bintang 5
empuk,bintang 5
mantepp g licin,bintang 5
"BARANG OKE, RECOMMENDED",bintang 5
bsrang sesuai👍👍,bintang 5
sendal jepin ando emang kren,bintang 5
sesuai foto pas mantap,bintang 5
bagus,bintang 5
Bagus,bintang 5
bagus,bintang 5
"mantap, cocok pas dikaki",bintang 5
harga sesuai kualitas,bintang 5
sendal yg kuat karetnya,bintang 5
bagus sendal nya tebal,bintang 5
bagus asli,bintang 5
terbaik dan paling awet,bintang 5
"pengiriman cepat,amanah",bintang 5
cocok sesuai ukuran 👌,bintang 5
packing rapih n cepat sampai,bintang 5
nyaman sekali ando,bintang 5
mantapp,bintang 5
Ukurannya kekecilan,bintang 3
sipp..besar..pesan ke 2x,bintang 5
"bagus sesuai photo
thanks",bintang 5
oke,bintang 5
"Selalu beli disini, selalu bagus",bintang 5
ok,bintang 5
"bagus poll
puass",bintang 5
ok,bintang 5
ok,bintang 5
barang bagus...trims,bintang 5
alus and hade,bintang 5
bgus,bintang 5
Ok pas sendalnya,bintang 5
mantapp ukuran pas brg bagus,bintang 5
kualitas bagus,bintang 5
⭐️⭐️⭐️⭐️⭐️👍🏼,bintang 5
mantap bosku sesuai 👍😊,bintang 5
42 Pas kaki sy 👍,bintang 5
"Barang sesuai deskripsi, bahan kelihatannya bakalan awet, seller gercep, pengiriman cepet,semoga awet serta nyaman dipakai sehari hari....👍👍",bintang 5
"kualitas barang oke, model nya bagus, proses dan pengiriman juga cepat ga bertele-tele.",bintang 5
"Alhamdulillah paket sudah dterima sesuai pesanan, pas banget dipakek nyaman digunakan, tengkiu seller & bang kurir",bintang 5
"QC kureng, ada bagian bawah tali jepitan gak pas lubang jepit, kurang tebel dikit",bintang 5
"proses cepat, packing aman, sendal nya bentuknya bagus, ringan dipakai tapi agak tipis, mudah-mudahan ga cepet rusak",bintang 4
"packaging very good ,delivery on time , quality of slippers is ok ok . hope it lasts long .",bintang 4
"modalnya ok, saya biasa pakai nomor 41, yg ini pas panjangnya d kaki, soalnya kurang tebal, tali sandalnya agak ngepas, tetapi sudah saya coba ampir 2 minggu, kayaknya cu...",bintang 5
"model dan mutunya bagus, nyaman dipakai dan pas,. 👍. sukses buat lapaknya,.",bintang 5
sendalnya keren.. harga murah tapi sangat bagus  yg paling saya suka nyaman dipakai,bintang 5
"Model nya bagus, nyaman dipakai dan pengirimannya cepat",bintang 5
"cepet bgt pengirimannya, barang bagus, sesuai, ukuran pas, semoga awet. ini recommended sih produk lokal tp bagus",bintang 5
"Beli 2 unit lagi order ke 3, untuk keluarga sandalnya nyaman anti slip enak dipakai di dalam dan luar rumah, semoga awet deh",bintang 5
"Modelnya bagus, materialnya bagus, harganya sesuai",bintang 5
"Dipakai nya enak Dan nyaman , pengiriman nya cepat",bintang 5
"Modelnya bagus dan nyaman dipakai, sdh sering order",bintang 5
"Sayangnya seller kurang begitu paham dengan ukuran produk yang dijualnya, sesuai saran seller sendal yang dibeli seharusnya nyaman diukuran panjang telapak kaki 26.5 mala...",bintang 3
"Pelayanan baik
Barang sesuai deskripsi
Pengiriman cepat
Tidak nyesel belanja ditoko ini.",bintang 5
"barang sandal sudah saya terima dengan baik,kemasan baik,pengiriman cepat,kurir ramah👍terimakasih seller",bintang 5
Model keren. Bahan karet tebal. Nyaman digunakan.,bintang 5
"Paket diterima dengan baik dan aman, kualitas produk bagus.,ukuran nya juga sesuai di kaki saya dan nyaman di gunakan..semoga awet",bintang 5
"bagus sendalnya, keliatan kuat , enteng juga , kalo dirasa dari ukuran, ukuran agak gede dikit dari biasanya mungkin dilebihin, mudah2an gak slip plus awet",bintang 5
"Produk sesuai dgn harga, Respon penjual baik Dan ramah, packing rapih Dan kuat, Pengiriman cepat. Terima kasih..",bintang 5
"bagus barangnya, bahan bagus, dan nyaman, ukuran pas",bintang 5
barang sampai sesuai foto deskripsi terima kasih kurir tokopedia jaya selalu,bintang 5
"model sesuai gambar, bahan tidak licin & nyaman dipakai",bintang 5
"orderan sudah sampai, proses dan pengiriman cepat. respon seller baik
barang sesuai deskripsi, ukuran sesuai, enak dipakai.",bintang 5
"Respon penjual ramah, produk sesuai dgn harga, packing rapih Dan kuat, Pengiriman cepat.",bintang 5
"simpel, bahan kelihatan kuat walau solnya tipis, kayaknya ini tipe yg bakal awet...",bintang 5
"sendalnya bagus & nyaman dipake.
warna dan ukuran sesuai dgn pesanan. 
pengiriman jg cepat.",bintang 5
"Sandal model keren ringan ukuran pas enak dipakai, packing rapih dan aman",bintang 5
"mantap, sesuai harapan, harga ny murah, kwalitas g murahan, made in indonesia... jossss",bintang 5
"build quality & model overall memuaskan, hanya saja untuk kaki tertentu sol nya kurang lebar. 

seperti saya yg telapak kaki nya overlap 🤭🤭",bintang 5
"Barang pesanan sudah sampai tepat alamat
Sandal Oke pas sesuai orderan
bahan oke
seller oke
kurir oke
semua mantap jos gandos",bintang 5
"mantap, sesuai dengan deskripsi. bagus bahannya",bintang 5
Mendarat dengan selamat! Bahannya nyaman sih buat dipake.,bintang 5
kualitas bagus nyaman dipakai model nya kekinian,bintang 5
"Respon cepat sayang pengiriman kurang cepat, bangga produk dalam negeri.",bintang 5
"Barang bagus, no komen lagi selain kuat ato enggaknya..kita liat aja nanti",bintang 5
"ngga pernah bosan beli sendal di toko ini
respon penjual cepat
pengiriman cepat
barang pun sesuai",bintang 5
"sesuai foto, modelnya bagus.ukuran pas.pengiriman juga cepat",bintang 5
mantaapp... penjual sangat ramah n responsif... lsng dikitim di hari yg sama,bintang 5
"barangnya sesuai, bagus, ukuran pas, pengiriman juga cepat",bintang 5
"sendal bagus..no 42 nya gede banget mungkin no eropa,aga kebesaran",bintang 5
"packing aman karena ada duanya. 
enak dipakai, pas mantap.",bintang 5
"sangat pas sekali, sempet req salah alamat
seller yg responsif, Alhamdulillah sampe juga sandalnya.
makasih",bintang 5
"bahannya tipis banget beda sama sendal camaw dulu yg pernah saya beli, jepitannya juga gk kuat. barang tidak memuaskan",bintang 3
"pengiriman cepat, barang oke, packing oke",bintang 5
"barang bagus, original, aman sampai tujuan.. kereenn..",bintang 5
barangnya bagus.kwalitas sangat memuaskan.proses pengiriman cepat.....,bintang 5
"keren, bahannya bagus.. pengiriman jg cepet sampe, efek gercep..",bintang 5
"packing rapi, barang bagus mulus.
semoga tahan lama.
thanks ya~",bintang 5
"barang dipecking dengan baik, sesuai deskripsi, modelnya keren, pas dikaki , mantap",bintang 5
"Model nya bagus, warna oke, kalo alas sandal nya lebih tebal, makin oke mestinya 😊",bintang 5
"Barangnya bagus, sesuai foto dan ukuran 41, pengiriman cepat.",bintang 5
"Barang Oke Punya.. 
Cintailah Produk Produk Indonesia...",bintang 5
"Brang sudah diterima sesuai pesanan, packing rapi kualitas oke... Trims...",bintang 5
"barang sesuai pesanan, packing baik, cepat sampai (COD)",bintang 5
"Barang cepat sampai
produk ok banget
recomended seller deh
semakin sukses y",bintang 5
tipis karet nya sih menurut gw.. jd sakit klo jalan yg ada kerikil/batu nya,bintang 3
akan lebih bagus kalo sedikit lebih tebal,bintang 4
"Nyaman dipakai, semoga awet, ini order ke dua",bintang 5
"model keren, ringan dipakai..semoga awet..🙏",bintang 5
Sesuai pesanan sendal nya bagus enteng dan simple bgt,bintang 5
"pesanan sesuai, pengiriman cepat, dan maaf baru bisa memberikan review",bintang 5
"sangat awet, nyaman tentunya keren kalo di pake",bintang 5
"terimah kasih kak barang dah yampek tepat waktu ,matao barangnya bagus banget👍👍👍",bintang 5
baguss.. warna sesuai pesanan. penjual yg amanah.👍👍👍 sukses selalu buat penjualnya.,bintang 5
Nyaman dan enak dipakai dan anti slip,bintang 5
"barang datang gue beluk buka sih. karena buat kado, semoga sesuai ya",bintang 5
Mantap dan nyaman dikaki. Maaf telat reviewnya 😊😊,bintang 5
"nyaman dipakenya. mantapp dikaki. warnanya unik, modelnya kalem. joss",bintang 5
bagus..pengirimannya cepet.. moga anaknya suka..,bintang 5
sendalnya pas dan enak dipakai,bintang 5
Nyaman dipakai. Ringan dipakai.,bintang 5
"Entah sudah pesan yg sudah berapa kali di tempat ini, dan selalu Puasss",bintang 5
barangnya mantap..pengirimannya cukup cepat,bintang 5
"Warna ukuran sesuai,  terpuaskan Terima kasih pelayanan nya...",bintang 5
barang sudah diterima. bagus. pengiriman cepat sekali. terima kasih banyak,bintang 5
sesuai pesanan dan cepat sampai recomended,bintang 5
"kualitas top, packaging top👍👍",bintang 5
Model nya kereen pas dipakai nya,bintang 5
"Good & quality product, thx.",bintang 5
Sandalnya bagus.. recommended seller,bintang 5
barang sesuai harapan ...bagusss,bintang 5
"Barang datang sesuai Pesanan, dan sudah berkali kali pesan disini dan selalu Puas!!!",bintang 5
barang nya bagus pas mantap lah,bintang 5
Ukuran pas di kaki Modelnya keren 😎,bintang 5
mantap...sandal enak di pakai n semoga awet 👍👍👍👍👍,bintang 5
Sandal sampai denga selamat. Pas dan empuk 👍,bintang 5
"Makasih, Gan.. barang sdh diterima dgn baik dan sesuai estimasi. 👍",bintang 5
"Kemasan pengiriman dan kualitas produk sangat baik. oiya sebagai catatan kemarin saya cari yang sol tipis, dan ini sesuai, tidak terlalu berat juga pas dipakai antislip j...",bintang 5
"Bentuknya bagus, tapi sayang kok ternyata tipis banget ya, lebih tipis dari sandal2 merk lain.",bintang 4
"Barang ok, model keren warna bagus, pengiriman cepat cuma menurut saya ini alas sendalnya keras. Gak cocok buat jalan jauh atau yang biasa pakai sendal empuk kayak fipper...",bintang 4
produknya nyaman dipakai,bintang 5
Barang mantap kualitas oke Ukuran pas di kaki. Lem & jahitan rapi. Nyaman dipakai. Modelnya keren 😎. Ringan dipakai.,bintang 5
"sesuai pesanan, pas di kaki",bintang 5
Lem & jahitan rapi. Ringan dipakai. Nyaman dipakai. Modelnya keren 😎. Ukuran pas di kaki.,bintang 5
Bahannya agak tipis. Ya sesuai harganya lah.,bintang 4
"Gua cocok pake sendal ini, tipis tapi strong dan ga licin",bintang 5
"cepat bnget, barang halus, tipis tapi, ga tau bisa tahan brp lama doang meskipun nyaman sih",bintang 5
sizenya sesuai keterangan. bagus dan tipis tapi tampak handal dan kuat,bintang 5
"barangnya bagus.

ada kekurangan untuk bagian model buat yang kakinya lebar saja",bintang 5
lumayan keras dan tipis bahannya. tp secara looks bagus.,bintang 5
"enak dipake bentuknya oke, tipis tp malah llpo",bintang 5
Agak kurang lebar si.. But okay lah untuk kualitasnya,bintang 4
"Produk bagus, anti selip & nyaman dipakai. Thanks seller & tokped",bintang 5
mantap ga kaku lumayan ringan enak dipake,bintang 5
"bahan bagus, halus, ringan dan kelihatan kokoh. semoga awet",bintang 5
"Mantap sendalnya minimalis, tapi nyaman. Anti slip aman di musim hujan. Recommended Seller",bintang 5
"barang bagus sesuai deskripsi, cuma Saya kira bakal agak tebel alas sendalnya",bintang 5
Ukuran pas di kaki. Nyaman dipakai. Ringan dipakai.,bintang 5
sendalnya bagus.. cuma ko tipis bgt ya.. jd klw jln di aspal kaya ga pake sendal 😮,bintang 5
sendal enak bgt dipake.nyaman .pesanan jg sesuai warna.pengiriman juga cepat.thanks yaa gan,bintang 5
kualitas bagus. respon cepat. produk sesuai deskripsi,bintang 5
"Materialnya bagus, warna juga bagus, model juga ok. Dan agak kaget karena tenyata tipis bgt",bintang 4
"Sip mantap koq
Hanya Masukan aja rasa sendal nya tipis bahkan lebih tipis dr pada sendal jepit",bintang 5
"Penbelian kedua, semoga jepitan ngk gampang putus",bintang 4
Mantaaap Lem & jahitan rapi. Nyaman dipakai. Ukuran pas di kaki. Modelnya keren 😎. Ringan dipakai.,bintang 5
"Model dan bahan bagus, warnanya juga menarik.",bintang 5
"nyaman, berasa telapak kaki ga nempel sama tanah",bintang 5
"Barang sdh Nyampe, pengiriman cepat,sandal nya pake ny nyaman, mantap, respon penjual ramah, cepat ... makasih ...",bintang 5
"bagus, gk licin, warna pastelnya menarik, murah, pedagang baik fast respon & cepet sampai",bintang 5
"enak bgt.. ga slip.. cuman rada tipis aja,jadi awetnya blum teruji",bintang 5
enak dipake ngrplak enteng nice dah buat yang mau pake simple enteng ga pasaran....hehehe,bintang 5
"cakep ukuran 44nya bener... jd nya kepake, kualitas juga sempurna...made in Indonesia aseli...top markotob",bintang 5
"Repeat ordee kesekian kalinya
Ringan dan cakep bahan nya
Bener2 ergonomis di kaki",bintang 5
oke cocok pas.. model juga cakep tx seller,bintang 5
"Seller ramah dan respon cepat.
Sandalnya bagus..",bintang 5
"model nya keren, pas di kaki dipake untuk ke masjid.",bintang 5
"sandalnya bagus, 
enak di pakai..
respon toko ramah dan cepat.
waktu kirim sesuai..
Sukses kak.",bintang 5
"sendalnya mantul, sesuai diskripsi, enak dipakai",bintang 4
"Mantap, barangnya bagus. Adminnya fast respon",bintang 5
"bagus tapi ramping.

buat ane yg kakiny lebar, harusnya tambah ukuran 1-2 dr ukuran normal",bintang 4
Kualitasnya yahud... kalau bisa saya kasih bintang 6,bintang 5
"nyaman direkomendasikan untuk penggunaan indoor karena ketebalannya tipis, kena batu kerikil kecil sakit",bintang 3
"Kualitas barang sangat baik. 
Pelayanan juga baik.",bintang 5
"Bahan sendalnya agak tipis, kalo nginjek kerikil kaki sakit",bintang 3
"pesanan nya sesuai, pas di kaki dan nyaman di pakai nya",bintang 5
"sesaui diskripsi,tp warnanya kurang terang kayak didiskripsi.hari libur jangan order pokoknya..",bintang 5
Nyaman dipakai. Ukuran pas di kaki. Modelnya keren 😎.,bintang 5
sesuai dengan gambar. nyaman dan enak dipakai .ringan dan cantik bentuknya... suami saya suka,bintang 5
"sandalnya sdh diterima dgn baik, bahannya bgs,modelnya jg bgs....ukurannya pas",bintang 5
"Kualitas barang dan layanan baik. 
Pengiriman juga cepat.",bintang 5
44 nya agak kecil tapi cakep 😁👌👌,bintang 5
"fast response fast delivery
excellent 👌..",bintang 5
Ringing dan pas dikaki. nyaman dan model nya bagus,bintang 5
"simple dan kece. cocok buat style simple pas jalan sama doi, auto tampan",bintang 5
suka sama model sendal nya...top markotop 👍,bintang 5
Barang mantap..kwalitas oke..pengantaran cepat..kurir ramah dan cepat...,bintang 5
"barang bagus Lem & jahitan rapi. cma kurir
 pengirimannya yg lama",bintang 4
barang sesuai deskripsi dan kualitasnya ok...pengiriman juga cepat...thanks,bintang 5
"Sendal nya pas, enak dipakai, pengiriman cepat",bintang 5
"Pengiriman cepat, packing aman, sendal nyaman dipakai. Tq",bintang 5
"fast respon.. cek qualitas dlu, klo Bagus pasti order lagi yg warna lain..",bintang 5
Termyata sendalnya tipis sekali. Udah di coba 1 hari pakai. Telapak kaki agak sakit. Mudah2an next project sol nya di bikin tebel. Supaya nyaman di pakai 😊,bintang 3
"Barang sudah diterima, barang sesuai pesanan, nyaman digunakan. Terimakasih untuk pengiriman & pelayanannya 🙏",bintang 5
"Bahan bagus, nyaman dipakai",bintang 5
respon dan pengiriman cepat padahal dari bandung... maksih seller,bintang 5
"respon seller dan oengiriman 
cepat. barang sesuai dan mau pesan lagi..😃😃😃",bintang 5
sesuai deskripsi.. barang oke dan rapi..pengiriman cept .. semoga awet. tq seller,bintang 5
Bagus nyaman kuat kayaknya,bintang 5
Barang sesuai deskripsi. Recommended item & seller.,bintang 5
"ukurannya pas, warnanya keren. see you next order",bintang 5
"Pesanan sy sdh sampai dan kondisinya bagus dan rapih, pengiriman jg cepat dan Baik 🙏🏻👍🏻
Terima kasih seller dan Tokopedia 🙏🏻",bintang 5
pesanan sudah sampai proses cepat dan packing rapih,bintang 5
"kirain karetnya agak empuk tp trnyata keras , tp oke sih",bintang 5
model keren pas di kaki..,bintang 5
pas banget..kalo kaki lbh gede lg ga akan muat..,bintang 5
seler fast respon dan ramah,bintang 5
mantul. order sore besoknya sampe. saya langsung pake👍👍👍,bintang 5
"Agak kegedean ternyata Gan, anyway okay barangnya...",bintang 5
"Pembelian ke 2 kalinya.. The best sliper ever! Modelnya simple, warnanya awet, bahannya kuwat",bintang 5
mantab sekaliiiiii barang nyaman syekallli,bintang 5
"keras dipakenya, tp gk licin loh, top lah, pengiriman yah standard aja, sesuai estimasi, thx yah",bintang 5
"bagus sesuai pesanan, dipakai cocok semoga awet",bintang 5
barang sesuai dengan foto.. recomended dan empuk lagi sandal nya.. topp,bintang 5
yg ke 3x nya beli sendal disini. pengiriman cepat dan packing nya rapih.. thanks buat seller nya...,bintang 5
Mantaap... Sudah beli 2x dan selalu nyaman di kaki 👍🏿👍🏿👍🏿,bintang 5
"sandalnya keren, respon dan pengiriman cepat, good job",bintang 5
untuk customer yang mau beli di toko ini tolong lebihkan 1 nomor dari yang anda biasa pakai. saya beli no 43 Puji Tuhan ngepas. padahal biasanya pakai no. 42,bintang 5
Material sendal bagus. Ukuran pas. Semoga awet.,bintang 5
"Barang sudah mendarat dng selamat,untuk harian di pakai nyaman,recomended",bintang 5
"Sendalnya tipis banget, ga sesuai harga.
Kalo jalan di area yg kurang rata bakal kerasa sampe ke kaki.
Kualitas jauh di bawah harga.",bintang 2
Model suka dan Anti slip tentunya keceeee dahhh,bintang 5
"kata bapak, modelnya keren bagus, sesuai gambar",bintang 5
"sesuai pesanan,,tpi sandal nya agak tipiss",bintang 4
"barang sesuai, ukuran pas, bahan nyaman",bintang 5
sipp ukuran pas di kaki,bintang 5
"Recommend, mau beli lg buat istri",bintang 5
